id,label
10102,1.54484e-08
1886,0.814272
12472,1.0
11951,0.999996
709,0.999996
5845,1.0
10188,8.39769e-06
1803,1.0
6777,0.00119971
1225,3.90989e-09
9112,1.67135e-06
5795,1.0
10167,1.0
5856,5.6745e-08
1227,1.0
9365,1.0
8082,1.0
8144,5.79772e-08
2915,1.9568e-11
5357,0.985879
3240,1.0
9747,1.0
5591,0.999993
8544,0.999997
9510,1.0
6292,1.0
2762,2.10914e-14
11367,5.5329e-12
5168,2.62885e-08
4994,3.97961e-11
7398,1.0
3289,1.79606e-09
2194,0.490129
10021,6.05068e-11
9842,0.00323072
3242,2.15612e-09
4628,1.0
3571,0.999766
6795,3.01658e-15
3656,1.00092e-08
3815,1.35961e-05
1937,0.99932
9380,1.0
5605,6.14011e-07
9805,1.62278e-11
4246,0.988604
5527,1.0
8198,8.00041e-10
1588,5.75027e-07
1624,0.000185367
12336,2.36981e-08
9030,0.999997
5585,0.999979
3764,1.35808e-10
1845,1.0
612,1.0
2404,0.999986
244,1.0
11487,1.0
2208,1.37652e-10
11832,0.981379
7515,1.65845e-05
7267,0.999957
3253,1.0
1440,0.000731884
7767,2.24517e-09
9041,2.87919e-12
8169,1.0
3952,1.0
11629,0.999874
473,0.999996
1807,0.999916
11232,0.998683
4326,4.04364e-05
9022,1.0
5958,1.0
4610,6.1262e-11
4480,0.998628
5441,1.0
2130,0.0097089
3930,6.94185e-05
9288,4.70082e-07
6158,3.06064e-09
383,1.0
1340,1.0
5427,1.0
2563,7.23041e-12
6713,1.34754e-08
6386,2.86678e-08
2362,1.0
5127,1.0
2094,0.988551
8909,1.44781e-10
3280,1.84761e-06
9002,1.54045e-08
8820,1.1733e-11
8130,4.81705e-09
11822,1.0
10821,1.0
11446,1.37512e-11
7251,1.0
29,7.36846e-06
4143,1.0
4665,1.0
1669,1.0
4711,1.0
11741,0.000308859
2732,1.0
10292,1.25659e-08
8907,1.0
9029,0.0865005
11521,0.999998
4575,1.0
9222,1.0
2318,0.00122866
802,4.29442e-05
9576,0.999999
10792,0.00232427
10213,0.96396
4428,1.60261e-12
3519,0.999995
10087,1.0
7121,1.0
4453,0.108149
856,7.83791e-09
10139,1.0
6596,1.0
2743,1.0
7643,0.999993
7735,1.0
6266,1.0
6016,1.0
7652,1.0
2500,1.07309e-10
3287,1.0
8979,1.08967e-12
8131,1.0
7321,1.0
11920,1.0
2924,0.999686
7172,3.79976e-06
6529,0.999942
7336,1.0
717,0.000350821
7533,6.13661e-11
41,1.0
2312,1.85604e-11
8842,1.0
1520,9.99287e-08
12467,0.0234205
5245,1.24209e-12
8960,1.0
7252,1.0
9094,1.26164e-08
133,1.86559e-10
2954,8.02903e-09
11361,7.21761e-06
6358,2.47955e-09
10564,1.0
8345,1.94182e-12
12146,1.0
3433,0.999721
6198,5.71162e-11
3286,2.4799e-11
5912,1.97615e-06
10692,1.0
4956,2.07415e-05
8807,1.0
4551,1.0
549,1.57268e-10
632,1.0
8978,1.67161e-06
9382,1.22433e-10
4137,4.32805e-10
8823,0.999997
9988,1.0
11235,0.999996
1297,2.98403e-07
9643,1.0
11354,1.6702e-05
6143,7.71574e-11
3270,5.18507e-06
11099,0.00273255
7610,6.55632e-09
5270,2.5851e-12
4077,0.999998
10799,3.57792e-10
10436,1.0
6209,1.0
3133,1.0
7120,0.999996
3892,2.35635e-08
9771,1.0
1039,3.66358e-09
8597,1.80848e-09
2493,1.6372e-11
9623,1.14299e-08
6206,1.0
4601,8.74294e-08
1115,1.0
3409,1.0
3844,1.0
2146,1.0
7788,0.999971
6148,1.0
626,0.99997
7084,5.11875e-11
4187,3.96856e-12
8906,3.59443e-09
6295,1.0
6841,4.52743e-06
1076,3.52653e-10
6786,0.999998
10816,6.82435e-09
2041,0.999996
5825,1.0
5385,0.999999
12215,6.42649e-13
8582,2.00549e-11
2122,1.0
10172,1.0
11107,0.997695
7866,9.07677e-07
4553,7.55953e-07
11250,1.0
1330,2.57712e-08
5376,1.0
1003,1.0
9093,1.0
9787,4.58423e-06
2356,0.00616286
6843,1.0
4013,1.17692e-05
10184,4.69834e-11
8585,1.37178e-08
9537,1.0
6764,0.139583
8186,2.97096e-08
6666,0.0527765
9417,1.0
7664,1.0
1097,2.09711e-08
12371,1.0
5483,8.35141e-13
10650,4.97915e-07
9640,6.89323e-08
5447,0.999999
7255,0.987342
11763,1.0
5501,0.989814
3847,1.84754e-08
5009,7.80301e-09
5849,1.0
12423,0.000215452
4687,5.23502e-05
10233,0.999993
10057,0.00304357
8689,7.80915e-08
6006,3.41264e-07
7079,1.0
12090,0.999997
8653,1.0
7035,0.999949
2693,6.1017e-07
11402,1.0
1797,1.0
4843,0.908066
4124,2.80531e-15
542,1.0
490,0.999998
5411,0.997967
10417,0.000212757
6634,1.394e-07
10717,1.0
9357,1.0
1458,0.715023
1719,1.0
10618,3.7025e-08
12234,0.999992
7326,1.0
5017,1.0
8271,0.999997
4030,0.0554084
5455,1.0
12257,7.03818e-10
10538,2.81569e-07
4317,1.0
8622,1.0
4007,3.67799e-05
1530,1.0
684,1.0
5077,1.0
8925,0.000545325
1762,1.0
12220,7.03942e-09
6324,1.26881e-05
6720,0.999999
3384,1.0
8406,3.13204e-05
8046,3.09605e-09
11908,1.42133e-08
7391,9.3947e-10
1995,1.17701e-13
9825,0.00112995
2724,1.0
3763,1.20481e-07
2033,1.0
8385,0.815694
1700,0.000194446
2944,9.94314e-07
1829,1.0
7371,0.999999
1533,3.25353e-11
2197,1.0
1055,0.998894
6485,1.0
8626,0.986317
11776,0.999999
302,6.04689e-07
10939,4.24092e-07
10828,0.00102859
11890,7.04669e-11
851,1.0
2185,1.0
4259,1.0
2305,1.0
1331,2.33007e-05
11009,0.0885716
550,1.36923e-08
11519,0.998699
4265,0.999961
11583,1.08964e-09
2418,7.29071e-11
2987,2.05101e-13
9124,3.13247e-11
834,1.0
2592,2.83251e-10
1871,1.0
3200,1.0
9493,1.0
4701,3.09748e-09
6403,1.34469e-07
201,1.0
5032,0.00017013
1096,0.999998
2977,6.00914e-08
11181,0.915321
11874,1.0
581,1.0
5302,1.0
10050,0.00198883
10023,1.0
5581,0.999998
2785,1.97682e-11
4322,1.0
10500,1.0
7241,1.7779e-08
933,6.38503e-08
5934,8.02849e-14
8916,0.000277555
3190,8.58201e-10
11244,1.0
10317,1.0
1658,0.999985
7996,2.02027e-09
3032,1.0
4182,7.86073e-08
9064,1.0
6657,2.17146e-10
3448,8.95856e-09
3915,1.0
1924,3.20996e-06
2464,1.0
3432,0.999972
2310,1.0
9387,2.55319e-07
5628,1.0
3050,0.999995
5442,1.0
8178,7.42485e-06
3680,1.0
8444,1.0
7294,1.0
10200,4.5333e-07
9477,0.999998
12405,2.69544e-07
5864,0.282827
7351,0.000819612
12147,0.999999
488,2.03395e-07
2715,5.56345e-14
7523,1.0
11816,1.0
12479,3.5457e-10
12429,0.00650276
9178,3.34575e-10
8166,0.999928
12154,1.35014e-11
7315,1.0
921,8.87503e-10
6827,0.999959
474,0.999309
3612,5.9824e-13
4724,0.999953
708,1.0
36,1.9489e-08
7791,6.99623e-11
2014,1.61936e-05
9575,7.11436e-05
5486,2.35548e-08
5720,0.000585465
1849,1.0
4499,1.0
615,4.57051e-09
10825,1.0
9502,3.07923e-07
4760,2.59362e-11
4031,1.0
2574,1.68403e-05
4472,1.0
221,2.47948e-06
3733,1.44941e-13
905,1.05578e-13
7043,1.0
9306,2.44382e-05
9227,1.0
12208,1.0
2282,2.51247e-12
5125,1.5959e-08
8802,1.0
3643,0.0118656
3845,3.02386e-08
10066,1.77914e-06
3608,1.0
11073,0.00179181
293,1.0
1830,2.97494e-13
7080,0.999999
5057,1.24314e-07
10992,2.7436e-12
6751,1.0
3653,1.0
12430,1.0
2367,2.02818e-10
2389,0.999999
10153,1.0
1354,3.38101e-08
758,1.12938e-08
9046,1.33249e-14
9563,1.0
909,2.83923e-07
10320,0.999999
5760,0.300301
3744,1.0
1934,4.05306e-11
12475,1.79559e-06
4442,5.9595e-06
2945,1.0
669,1.0
2256,2.1259e-12
8609,0.999474
2459,1.0
9532,6.31462e-11
7574,1.0
9775,1.0
3382,1.21617e-06
1131,1.0
6722,1.0
5220,1.0
7048,3.50339e-09
10382,9.90551e-10
10058,0.999095
935,0.999783
11620,8.24354e-12
4466,0.999964
8401,5.53336e-11
9316,1.0
5256,1.0
1072,0.999611
8091,1.0
7273,2.6947e-06
9644,2.84594e-06
6261,8.01607e-06
9135,1.0
4069,1.0
5001,2.00487e-05
9565,0.999994
11614,6.44325e-09
12275,1.0
7651,0.113183
7046,2.73657e-09
8321,1.0
3516,9.26961e-08
1952,7.62038e-08
3560,5.37772e-05
5117,1.0
3126,5.56286e-08
12002,3.93664e-08
5280,5.23002e-08
11091,0.504034
7051,1.0
9126,1.0
11825,0.999882
12306,8.55634e-07
6551,0.999956
9982,1.0
249,0.00425025
10974,0.999911
8449,0.999997
11497,1.0
6278,4.92269e-06
7263,1.92884e-06
3058,4.31665e-06
1513,9.29104e-13
3650,0.999999
1421,0.998468
6192,0.999926
3884,1.0
2439,2.26639e-08
9332,2.90309e-08
12209,2.60776e-12
3471,1.0
1717,0.99972
3505,1.0
1322,5.70863e-09
5367,0.994733
8326,1.0
5388,1.0
7642,1.0
9338,8.13402e-05
7248,1.0
9241,1.0
12282,1.0
9604,0.999984
2641,0.998612
10056,1.0
2201,0.999998
11703,1.03981e-07
2291,0.999999
12290,1.0
10112,9.64176e-11
4318,3.96265e-07
4307,1.0
8710,2.03469e-09
5033,1.0
9789,1.0
12218,5.42531e-08
1731,1.79227e-06
12135,0.00104247
7898,0.999998
9803,1.13555e-12
8496,0.952126
8418,0.000315522
10570,0.999962
975,3.55424e-09
90,0.000175099
2643,0.999986
2739,1.0
7257,1.0
10955,8.08068e-10
6708,1.0
6860,2.03488e-13
8908,3.07525e-12
11317,8.70288e-09
4096,0.000133683
1374,0.000135109
3147,1.0
6114,5.31909e-15
9297,1.0
563,7.07946e-13
3888,4.73471e-09
10556,0.999781
4496,2.69884e-09
2791,0.999071
2840,2.6742e-14
3403,4.7982e-07
9330,0.998233
1203,1.0
4436,1.0
7884,0.0135102
9205,1.08919e-10
687,1.0
3023,7.58165e-10
4933,5.84487e-06
9526,0.999992
9024,1.16588e-09
12330,1.0
2109,0.999998
12410,5.51629e-09
9134,1.0
1808,2.08023e-05
1887,0.00371173
5142,4.33108e-07
10613,1.30585e-07
5850,1.66272e-09
10942,0.000549298
5831,1.0
58,1.80752e-11
3274,1.0
4311,0.00392225
10583,0.994951
11548,1.0
5194,1.0
836,3.41606e-08
11139,0.999461
2034,7.07463e-09
5072,1.0
3890,1.53106e-13
1391,6.81101e-08
9194,1.95371e-06
11687,1.01073e-09
11944,1.0
3886,2.68757e-08
11225,0.000121314
11551,7.95691e-12
12205,7.55098e-06
7970,5.60285e-09
7968,1.58074e-07
6344,1.49911e-09
5466,7.52075e-08
4114,4.99334e-11
3277,1.0
7434,0.202488
2694,2.2192e-06
2726,7.03516e-06
9265,1.30129e-11
2748,1.0
7812,0.962624
11351,1.28545e-07
6018,1.42419e-09
924,2.66575e-08
5324,0.998903
7431,1.0
1031,1.13416e-08
3677,0.999797
7873,1.0
10575,3.62664e-09
9145,1.74146e-10
7858,4.27654e-07
270,1.0
8630,0.999998
9496,2.74305e-11
4826,1.0
11679,6.64491e-09
10708,1.74137e-05
93,1.31363e-14
3976,8.0208e-08
156,6.0816e-09
1135,2.91926e-06
5734,2.66346e-10
6174,2.68512e-09
8201,0.999994
10561,1.0
1370,1.25449e-10
1834,5.35874e-09
7655,3.0396e-10
2687,4.79445e-10
1791,1.0
524,2.95097e-05
7095,3.11144e-11
5536,1.0
11589,0.999995
11932,1.0
3102,0.468344
2754,0.000527189
1175,1.0
11234,1.99684e-10
11082,4.34437e-09
9625,0.999527
12289,0.999798
830,5.40595e-07
10585,1.00316e-05
6311,2.92831e-10
7522,6.49272e-08
134,4.19062e-09
2719,0.999993
8761,0.113396
8773,2.76951e-06
259,1.34684e-09
11430,1.0
6826,1.17686e-10
2160,0.997305
2879,1.0
11266,0.000168324
3400,0.999999
11966,1.3993e-05
7581,7.01818e-13
578,2.665e-09
887,1.0
2807,1.09528e-07
7517,1.0
5062,1.0
5297,1.14949e-12
8364,1.0
9203,5.13851e-12
6325,0.438489
316,4.25978e-07
11085,1.0
295,8.98461e-11
8180,1.0
5115,3.61533e-08
10970,8.63651e-14
7055,1.0
7348,1.0
7773,2.16888e-09
7622,1.0
11098,0.00045949
9105,1.0
11280,0.214562
3704,2.74772e-12
674,2.94662e-06
1813,1.0
7978,1.29373e-06
4563,9.00181e-07
8260,0.999997
400,0.999704
7152,1.48785e-09
3541,1.48043e-09
341,2.96869e-05
10458,1.0
11789,1.0
257,1.0
11177,7.54896e-05
9277,1.0
6127,4.935e-08
4762,2.30199e-05
1456,1.71795e-08
8436,2.71653e-05
12446,4.89443e-11
272,9.44394e-10
1767,0.999999
4071,1.0
6431,0.999772
10046,0.999973
5026,2.13748e-10
9665,2.3363e-12
61,1.01047e-07
3531,3.53839e-06
11732,1.0
10608,1.0
3529,1.0
526,3.50044e-08
1410,2.41909e-12
6069,0.598392
6237,0.999998
3772,0.999701
9051,1.0
6849,1.0
4296,5.42236e-10
5161,5.02238e-12
3717,1.0
4894,0.999998
3647,8.27295e-11
10922,1.22795e-10
8886,1.83147e-10
5396,1.0
10641,1.0
4481,0.000105217
7016,0.000265056
10225,1.23886e-05
6562,8.62873e-07
8459,2.83665e-06
6172,9.8035e-12
8381,1.49405e-10
888,1.3008e-05
8849,7.01309e-11
11766,0.999997
10704,2.45079e-06
6396,1.73964e-10
10517,0.999999
1253,1.0
6010,0.989666
7818,1.0
9349,2.77797e-10
4504,1.93899e-08
2543,0.985043
2004,0.999996
1490,0.999156
7909,1.0
1979,1.0
7793,2.29973e-16
5930,0.999996
9912,1.0
2675,6.78909e-10
11208,1.0
5068,1.0
5439,0.000297864
10342,1.0
8205,0.999972
10935,1.0
6710,1.0
6900,4.60263e-14
9681,1.0
10773,1.0
3848,0.992447
6590,1.0
1870,0.00183517
7869,1.0
285,4.90537e-12
11663,1.0
6477,7.45101e-10
7418,0.00343679
10599,1.0
8547,1.0
4203,0.999999
5114,0.999997
6829,2.71593e-12
8350,0.999996
963,1.0
9553,3.73916e-07
8235,7.45551e-14
9307,0.0103202
5654,1.4365e-07
11325,1.94116e-05
6572,1.0
12163,0.999999
3145,0.999976
2293,6.02429e-06
11549,3.17566e-06
3621,1.0
1414,1.0
5704,4.06806e-11
9987,1.0
7808,4.38005e-13
8884,1.0
2381,1.0
4269,7.1523e-11
10929,0.999853
9874,6.95572e-13
6467,0.999987
5084,1.47964e-09
12161,4.0095e-11
8188,7.11568e-08
2617,1.0
3872,1.7123e-11
12258,0.00140631
7209,0.999968
5925,1.0
10435,3.29761e-16
1257,0.999994
7621,6.45894e-10
8168,0.0194468
9560,1.0
3570,1.0
9756,0.999998
7558,0.999998
7346,1.0
5763,3.99324e-06
5272,2.26378e-10
3355,0.988109
1587,0.225145
1058,1.0
6412,0.00125009
5555,0.999998
4183,8.74469e-13
2578,4.52806e-10
4985,0.999814
1565,6.89773e-09
8038,1.37929e-14
3868,1.8894e-10
10782,1.0
6678,1.82464e-12
8628,1.0
754,7.99698e-10
5295,0.00019184
8217,0.996949
3228,8.67867e-09
2550,4.84115e-09
3049,0.000828883
8097,8.52428e-10
1469,1.0
9503,7.79927e-06
12488,0.999697
304,1.50116e-10
12456,1.0
1671,0.999988
9393,0.999997
12481,0.0126714
9619,0.999999
10325,5.6661e-08
4359,0.000825133
12373,6.42646e-14
5098,0.999999
10822,4.09156e-10
7280,0.999231
11517,0.00112937
5348,1.0
7783,1.0
4052,2.81263e-08
10018,1.18212e-07
9959,1.0
12085,5.60282e-06
8383,7.90821e-05
11469,1.0
1931,7.55975e-09
6986,1.0
4572,1.30299e-07
9911,0.999999
2385,1.0
380,0.999986
11293,1.0
5482,1.15514e-09
1602,0.999999
9742,0.999875
6861,6.57992e-07
7359,1.0
5982,1.45071e-10
11248,1.0
1819,0.982855
10795,1.0
12159,9.85548e-06
9082,0.999999
10283,1.0
979,0.999999
7028,2.53885e-11
4122,0.999999
10764,6.85573e-13
5560,1.0
10664,1.31546e-07
10972,5.977e-12
7044,3.05198e-07
540,1.0
4084,1.46128e-12
6537,6.43421e-09
4289,0.999997
892,1.0
3074,1.0
10074,2.68263e-09
3489,1.14617e-05
6743,4.15548e-10
6971,3.97095e-05
7531,0.999823
11265,1.0
11598,0.999766
3110,1.0
2269,8.21302e-07
2301,1.0
308,9.31397e-08
9188,1.0
6767,0.999995
8921,6.24391e-09
11212,0.998466
2080,0.996858
12382,1.0
10709,1.0
8379,1.0
7218,0.999995
9028,1.07465e-09
6408,1.2866e-06
1280,1.0
7917,2.43646e-09
6691,1.9591e-09
902,5.84153e-06
2705,1.47274e-07
1320,4.67815e-08
8990,0.999989
4090,0.999997
9095,0.930687
8603,1.0
4066,0.974287
6497,0.999994
12361,0.999996
10827,3.61882e-09
5080,0.999991
11642,1.0
1653,1.0
1143,8.9558e-11
12427,0.999016
610,1.0
7583,1.10343e-07
6453,0.999991
2817,9.83996e-10
3701,1.0
9668,0.102652
8981,6.5374e-06
4897,0.999994
7223,0.999999
11904,1.0
12485,1.04366e-11
6356,0.999533
11727,2.45643e-17
11512,1.0
7102,0.999763
3065,1.0
1672,1.0
2770,1.0
5683,3.9144e-09
335,1.60865e-05
2632,4.38266e-08
4047,1.11316e-09
6291,1.56068e-06
2996,1.0
2966,7.79307e-13
2572,0.00887915
7894,1.0
11712,1.54394e-09
7161,0.997343
10596,3.15433e-07
5747,1.0
7334,1.0
3708,1.0
12245,1.06608e-11
1569,1.0
87,0.999999
9746,2.72652e-12
12057,1.0
3705,1.82319e-12
5460,5.57277e-06
6173,0.0263696
6444,0.993286
7038,1.68268e-06
2355,1.0
292,1.0
8146,2.29043e-10
7672,2.07363e-12
1248,0.999929
8719,1.0
2827,1.0
10551,0.999997
9156,2.69639e-10
9499,4.21861e-05
11532,0.885819
6222,0.999997
7470,1.0
9830,0.999997
633,1.0
8134,1.0
2509,1.0
124,2.10038e-11
9628,6.67234e-11
2702,1.0
5004,0.999832
2536,3.51101e-09
9262,1.72254e-07
1677,1.0
1802,2.7884e-12
6370,1.39491e-10
10201,5.99839e-09
2469,1.0
5878,1.0
8713,1.0
266,4.57941e-11
11081,1.0
294,0.165132
8465,4.77215e-09
5303,1.32337e-11
2345,0.999993
6769,4.41591e-10
8863,0.999996
3619,0.622381
3883,3.49863e-11
7111,1.0
5284,5.45179e-10
